######################################
# Bloody Rally Show translations file 
# Locale: Dutch
# Translator: Danny Houtworm
# Contact: Translations@Houtworm.net
######################################

######################################
# What should not be modified:
# 1. Anything inside < > brackets - these are special text formatting tags
# 2. Anything inside { } brackets - these are variables that will be replaced
#
# Do not remove {0} and similar variables - it can cause in-game errors!
#
# There is one exception to the rule above. When {0} is a curse adjective or adverb (friggin, etc)
# And it is stated so in the example, if your language cannot combine them well, you can try ommitting {0}
# In this case, but if there is more than one variable ({0}, {1}), you cannot remove {0} and leave {1}!
# You can remove the last variable ({1}) in this case, to keep the variable sequence running from {0}
# (only if {1} is a curse adjective / adverb)
#
# <br> is a line break
#
# It is highly recommended to keep every single key in same exact line as English - copy all the comments and blank lines
######################################

# Characters

# If you change any character names, you have to consistently keep using them
# Across all the translations where they are mentioned. Also in Tips.txt
# For this reason I suggest to keep names of Brace Stone and Nicolas Merryland 
# unchanged. Anonymous racer only appears in introduction cutscene.

char.brace.name,Bert Bruut
cut.ped.gov.intro.3,Dacht je dat je weg kon komen met die stunt van je, achterlijke {0}? Je auto blijft bij ons voor de volgende paar races. Doe het nogmaals en je krijgt er echt spijt van!
# {0} - clown
cut.ped.stay_alive.1,En probeer in leven te blijven, {0}.
# {0} - clown
cut.ped.stay_alive.2,En probeer niet te sterven, {0}.

cut.ped.descr,Doe mee in de race als een voetganger
cut.ped.tip,Sta niet te dicht op het circuit!

# {0} - a number
cut.ped.descr1,Neem een close up foto van een auto
cut.ped.descr2,Neem {0} close up fotos van autos
cut.ped.progress1,Fotos gemaakt
# {0} - a number
cut.ped.progress2,{0} Auto Fotos gemaakt

### Your car stolen 

cut.stolen.racer.intro.1,Luister, man, Ik heb slecht nieuws voor je. Een of andere clown heeft je auto gestolen, Ik zag hem wegrijden. Ik hoop dat je verzekerd was. Je zult dus moeten lopen de volgende race.

cut.stolen.gov.intro.1,Heb je ooit dat eeuwoude spel gespeeld; Grand Theft Auto? Nou, iemand heeft dat letterlijk net gespeeld met jouw auto, dus het lijkt erop dat je zult moeten lopen. Lijkt me extra erg als je geen verzekering hebt.

cut.stolen.stay_alive.1,En probeer in leven te blijven
cut.stolen.stay_alive.2,En probeer niet te sterven

cut.stolen.descr,Je auto is gestolen
cut.stolen.tip,Beter begin je alvast met sparen voor een nieuwe auto

### Locked camera

# {0} - "do not change camera settings!"
cut.cam.req.1,Wat je ook doet, {0}.
cut.cam.req.2,In storm en vloed, {0}.
cut.cam.req.3,Wat er ook gebeurt, {0}.
cut.cam.req.4,Als je de ballen hebt, {0}.
cut.cam.req.5,Hier heb je een kotszakje, {0}.
cut.cam.req.6,Open je raam als je moet kotsen, maar {0}.
cut.cam.req.end,Verander je camera instellingen niet!

cut.cam.racer.intro.1,Hier is een leuke nieuwe uitdaging voor je. Ik pas je camera drone aan op een manier die je niet leuk gaat vinden.
# {0} - clown
cut.cam.racer.intro.2,Ik kon vannacht niet slapen, dus ik ben maar aan het knoeien geweest met je camera drone. Waarom? Omdat je een {0} bent, Daarom!
# {0} - clown
cut.cam.racer.intro.3,Ik wil je uitdagen voor een spelletje! Ik heb onze camera drones aangepast om in een vervelende positie te hangen. De eerste die opgeeft is een {0}!

# {0} - clown
cut.cam.gov.intro.1,Even wachten {0}. Onze kijkers klagen over jouw camera drone, Ik heb hem aangepast naar hoe de kijkers het graag zien, oke?
# {0} - friggin (adverb), {1} - clowns
cut.cam.gov.intro.2,Ik ben zwaar geirriteerd omdat je steeds die camera drone instellingen aanpast. Kan je hem niet gewoon stabiel houden zoals alle andere {1} doen?
cut.cam.gov.intro.3,Dames en Heren, pak je kotszakjes vast, De camera drone is kapot, Onze monteurs vroegen om geen camera drone instellingen aan te passen tot die weer is gerepareerd is.

cut.cam.descr,Voltooi de race zonder de camera instellingen aan te passen
cut.cam.tip,Als de straf minder pijnlijk is dat rijden met de huidige camera instellingen, Verander hem dan gewoon!

cut.cam.shortdescr,Verander de camera instellingen niet

### Distribute Spam

# {0} - a number
cut.spam.req,Pint ten minste {0} pakken met flyers uit

cut.spam.racer.intro.1,Psssst... Luister, Ik heb een gunst nodig, we organiseren een geheime opstand tegen SOFACT. We willen zo veel mogelijk mensen vergaren voor ons verzet. Als je kunt helpen het woord te verspreiden, dat zou de wereld voor ons betekenen.

# {0} - vegan olive oil
cut.spam.gov.intro.1,We willen wat propaganda verspreiden over gezondheidsvoordelen van {0}. We hebben alvast een printer op je dak gemonteerd. Maak er ook gebruik van.
# {0} - bacon burgers
cut.spam.gov.intro.2,We hebben de resultaten van een wetenschappelijk onderzoek over {0} in een andere context gezet en we willen dat iedereen het leest. We hebben een printer op je dak gelast, Wees zeker dat je hem blijft gebruiken in de volgende race.

# Do not modify {Action.Fire}
cut.spam.tip,Blijf op {Action.Fire} drukken om flyers te verspreiden

cut.spam.descr,Verspreid {0} stapels van flyers
cut.spam.prog,Stapels flyers geprint

### Weaponize

cut.weaponize.req,We hebben iedereen een wapen gegeven. Dit gaat een gekkenhuis worden, daar houd ik van!

cut.weaponize.gov.intro.1,Kijkers van Bloody Rally Show zijn niet meer onder de indruk, Dus we gaan het wat spannender maken.
# {0} - clowns
cut.weaponize.gov.intro.2,Ik zie dat de meeste van jullie {0} een nieuwe laag lak geeft. Laten we hopen dat ze zo blijven in de volgende race.

cut.weaponize.descr,Voltooi de race met bewapende autos
cut.weaponize.tip,Wees dankbaar dat je geen voetganger bent op dit moment!

### Campaign Win (Freedom)

# {0} - racer name
cut.freedom.1,Hey {0}, Gefeliciteerd met je vrijheid! Ik vind het jammer om je te zien gaan, Weet je zeker dat je niet wilt blijven voor nog 1 seizoentje?
# {0} - car model name
cut.freedom.2,Bedankt, maar ik ben uitgeput, en ik moet het bloed ook nog van mijn {0} wassen.
# {0} - he or she, depending on player gender (see term.he / term.she)
cut.freedom.3,*Loopt weg in de zonsondergang, wetend dat {0} toch weer terug zal komen voor deze hell...*
# When player has no car, he will say he has to clean the blood off his shoes
cut.freedom.shoes,schoenen

### Campaign Season Finished

# {0} - player name
cut.season.alive1.1,{0}, hoe heb je dit ooit gedaan? We moesten het seizoen zelfs vroeg beeindigen vanwege jouw!
# {0} - clowns
cut.season.alive1.2,Wat kan ik zeggen, het waren een stelletje {0}.
cut.season.alive1.3,Ik moet toegeven Ik mocht je altijd graag. We hebben mensen zoals jouw nodig hier bij SOFACT. Wanneer je klaar bent met je race carriere zou ik je nog wel eens een baan aan kunnen bieden.
cut.season.alive1.4,Dat stel ik op prijs, maar ik wil gewoon wat rubber oproken. Tot de volgende keer! En regel wat echte competitie volgende keer, wil je?

cut.season.1,Seizoen is over iedereen! Tijd om naar huis te gaan.
cut.season.cheer.1,Eindelijk!
cut.season.cheer.2,Woo-hoo!
cut.season.cheer.3,Ongelofelijk!
cut.season.cheer.4,Echt, dan toch!
cut.season.cheer.5,Beste dag van mijn leven!
cut.season.cheer.6,Ik ben zo gelukkig!
cut.season.cheer.7,Hoera!
cut.season.cheer.8,JAAAAAA!
cut.season.cheer.9,Yippie!
# {0} clowns {1} - fools
cut.season.2,Huis? Huis! Jullie {0} komen hier niet levend vandaan! Volgende seizoen start morgen al, I verwacht dat jullie morgen allemaal met jullie roestbakken gepolijst en al opgesteld voor de race. Huis... Hahaha. {1}...

### Campaign Fail 

cut.fail.boo.1,Boe
cut.fail.boo.2,Kneus!
cut.fail.boo.3,Wie is het?
cut.fail.boo.4,Jammer
cut.fail.boo.5,Boeee!
cut.fail.boo.6,Kneuter!
cut.fail.boo.7,Wie kan dat wezen?

cut.fail.cry.1,Neeeeee!
cut.fail.cry.2,Waarom!
cut.fail.cry.3,De pijn...
cut.fail.cry.4,Ik vond je zo aardig...
cut.fail.cry.5,We zullen je missen!
cut.fail.cry.6,Wat een schande.
cut.fail.cry.7,Ik kan het niet geloven...

cut.fail.1,Seizoen is voorbij mensen! En we hebben een beroemdheid hier, Iemand die niet eens in de top 3 is gekomen. Dus we vriezen dat excuus voor een {0} weer terug in cryo slaap!
cut.fail.2,Het is mij. Het spijt me zo...
# {0} - racer name, {1} - clowns, {2} - bacon burger {3} - vegan olive oil
cut.fail.3,Oke, Genoeg drama! {0}, Beveiliging zal je naar de vriezer escorteren! En de rest van jullie stelletje {1}, ga wat nuttigs doen, voordat ik jullie helmen volprop met {2} en jullie viziers insmeer met {3}!

#######################################
### Dialogs and in-game messages

# Please check that you are using same terms as main_menu.btn.settings / settings.gameplay, etc
dial.discord_post_permission,Mogen we jouw Bloody Rally Show scores naar Discord plaatsen?<br>Steam naam, circuit tijd en poging aantal worden weergeven.<br>Verander je keuze ten alle tijden in "Instellingen" > "Spel" > "Deel via Discord"
dial.time_attack_car_locked,De geselecteerde auto staat nog op slot, Speel deze vrij door vaardigheidspunten te verdienen in de Campagne!
dial.camp.corrupted_save_files,Corrupte Campagne Opslaggegevens gevonden: {0}
dial.camp.load_fail,Gefaald om de opslaggegevens te laden: {0}<br>{1}
dial.camp.not_enough_cash,Je hebt niet genoeg geld!

# {0} - clowns
dial.camp.lucky1.1,Hallo {0}, Ik voel me gul vandaag!
# {0} - clowns
dial.camp.lucky1.2,Ik zie dat sommige van jullie zo arm zijn als die {0} die hun leven riskeren om wat fotos te maken.
# {0} - clowns
dial.camp.lucky1.3,Hey jullie, {0}, Ga in een rij staan! Iene Miene Mutte...
# {0} - friggin (adjective)
dial.camp.lucky1.4,Wat een mooie dag! Dankzij een van jullie, is een {0} journalist die onzin aan het schrijven was over SOFACT net weggedragen op een stretcher!
# {0} - clowns
dial.camp.lucky1.5,Verdomde zakken zitten voll met geld, Ik heb nergens om het neer te leggen. Kan net zo goed wat aan jullie {0} geven...
# {0} - beef bacon burger, {1} - clowns
dial.camp.lucky1.6,Wisten jullie dat ik een {0} bedrijf heb, 1 van jullie {1} heeft net de baas van mijn grootste rivaal uitgeschakeld in de laatste race!
# {0} - clowns, {1} - vegan olive oil
dial.camp.lucky1.7,Ik heb een grap uitgehaald met 1 van jullie {0}. Ik heb een boell {1} over je stoel uitgesmeert, en je had het niet eens door! Haha, hilarisch! Ik ga het wel goedmaken.

# in this block {0} is always racer name ${1} is cash amount
dial.camp.lucky2.1,De gelukkige winnaar is... {0}! Gefeliciteerd, je krijgt ${1}!
dial.camp.lucky2.2,{0}, kom hier maar heen! Ik geef je ${1}. Denk niet dat het gratis is, het is in ruil voor toekomstige gunsten.
dial.camp.lucky2.3,{0}! Hier is ${1}! Koop er wat leuks van.
dial.camp.lucky2.4,{0}! Hier is ${1}! Nou opzouten.
dial.camp.lucky2.5,{0}, neem ${1}. Bedankt voor je service!
dial.camp.lucky2.6,Ik kies {0} als winnaar van deze glorieuze ${1} geldprijs. Geef het niet allemaal op dezelfde plaats uit!
dial.camp.lucky2.7,{0}... Ik mag je niet, maar he, neem dit ${1}. In ruil vraag ik om wat gunsten. Niks duisters, Zo ben ik niet!

# {0} - name, ${1} - cash amount
dial.camp.resurrected,{0} was terug tot leven gebracht door de medische dienst voor ${1}
dial.camp.resurrect_no_cash,{0} Had niet genoeg geld om de ziekenhuisrekening te betalen. Rust in vrede."
# {0} - clowns
dial.camp.all_broke,Hoe hebben jullie {0} het voor elkaar gekregen om allemaal tegelijkertijd geen geld meer te hebben. De voorstelling moet duur, SOFACT geeft jullie allemaal $20000. Koop er wat moois van.
# {0} - name, {1} - clown
dial.camp.early_win,Wauw, {0}, Je hebt iedereen uitgeschakeld! We moeten dit seizoen wel vroeg beeindigen. Gefeliciteerd, Jij {1}, Je hebt gewonnen!
dial.camp.on_camp_fail,Het spijt me om mee te delen, Maar je moet in de top 3 eindigen om door te gaan. En omddat je geen ${0} hebt om je schuld af te betalen, Is het afgelopen voor jouw mijn vriend.
dial.camp.congrats_free_man,Gefeliciteerd! Je bent nu een vrij man!
dial.camp.freedom_not_enough_cash,Het spijt me, maar je hebt niet genoeg geld! Ga naar het volgende seizoen en verdien wat meer!
dial.camp.exit_confirm,Weet je zeker dat je deze Campagne wil afsluiten? Alle vooruitgang wordt opgeslagen.
dial.camp.card.no_regen,Je kan een voltooid evenement niet opnieuw genereren.
# {0} - some track name. keep the quotes 
dial.camp.card.saved_already,Circuit "{0}" Bestaat al in je collectie. Wil je hem vervangen?
dial.camp.card.saved,Circuit "{0}" is aan je collectie toegevoegd!
dial.camp.card.no_walk_completed,Je kunt niet als voetganger meedoen in een voltooid evenement!
dial.camp.card.no_walk_special,Je kan geen voetganger wezen in het speciale evenement!
# {0} - name
dial.camp.card.go_ped_confirm,Even zonder grapjes, {0}, je hebt geen auto! weet je zeker dat je als voetganger mee wil doen?
# {0} - list of names (john, smith, peter)
dial.camp.card.some_peds_confirm,Sommige deelnemers hebben geen auto! ({0}). Ze zullen meedoen als voetganger. Is dit oke?
dial.camp.card.some_peds,Sommige deelnemers kunnen de evenementskosten niet betalen. Ze zullen meedoen als voetganger: {0}

dial.paint.no_1k,Je hebt geen $1000!

dial.upgrade.not_in_time_attack,Je kan je auto niet opvoeren in Tijdsaanval modus
dial.upgrade.week_over,Je kan je auto nu niet opvoeren, de week is voorbij! Monteurs zijn er al vandoor.
dial.upgrade.already_done,Je monteurs werken nog aan je vorige aanpassing! Kom terug na het volgende evenement.
dial.upgrade.no_cash,Je kan je dit niet veroorloven!

dial.camp.load_finished,Weet je zeker dat je verder wil met deze Campagne? Hij is al beeindigd!
dial.camp.delete_confirm,Weet je zeker dat je deze Campagne wil verwijderen?
dial.camp.name_required,Je moet een Campagne naam invoeren!
dial.camp.name_taken,Er is al een Campagne met deze naam!

dial.camp.gratitudes.1,Dankjewel!
dial.camp.gratitudes.2,Wauw! Jij bent echt de beste!
dial.camp.gratitudes.3,Wow! Bedankt!
dial.camp.gratitudes.4,Dank je!!
dial.camp.gratitudes.5,Ik sta bij je in het krijt!
dial.camp.gratitudes.6,Jij bent de allerbeste!
dial.camp.gratitudes.7,Ik zal dit niet vergeten.
dial.camp.gratitudes.8,Waar heb ik dit aan verdient?
dial.camp.gratitudes.9,Ik sta voor eeuwing bij jouw in het krijt!
dial.camp.gratitudes.10,topper! Dat waardeer ik echt!
dial.camp.gratitudes.11,Dat vind ik echt tof!

dial.camp.no_cash.1,Gast, je zakken zijn leeg!
dial.camp.no_cash.2,Goed geprobeert, maar je kunt het niet betalen!
dial.camp.no_cash.3,Houd je me voor de gek? Kijk naar je portomonnee!
dial.camp.no_cash.4,uhh, Je hebt niet genoeg geld!
dial.camp.no_cash.5,Je hebt niet eens genoeg...
dial.camp.no_cash.6,Ik wil je niet in het rood stoppen, sorry.
dial.camp.no_cash.7,Je hebt niet genoeg!

dial.race.missing_bindings,Hey, Ziet er naar uit dat speler {0} ({1}) Een paar belangrijke knoppen mist! Ga naar Instellingen > Invoer en kijk alles even na om dit op te lossen!
dial.race.missing_bindings_ped,Hey, Ziet er naar uit dat speler {0} ({1}) Een paar belangrijke knoppen mist! Ga naar Instellingen > Invoer en kijk Voetganger even na om dit op te lossen!
# {0} - clown
dial.race.ped_death,We hebben de medische dienst nodig! een of andere {0} is aangereden! Laten we hopen dat die genoeg geld heeft voor de rekening!

dial.ed.no_cars,Je hebt nog geen autos! Maak een nieuwe auto en sla hem eerst op.
dial.ed.name_the_car,Naam voor de nieuwe auto
dial.ed.car_name,Auto naam

dial.ed.car_sprites_missing,Sommige benodigde sprites zijn niet gevonden! Neem een kijkje in de gids en zorg dat deze bestanden bestaan: {0}.
dial.ed.car_sprites_deleted,Je kunt niet gewoon auto sprite bestanden verwijderen! Missende benodigde bestanden zijn vervangen door een transparante pixel: {0}.
dial.ed.remove_car_name_colon,Verwijder ":" Van je auto naam aub!
dial.ed.car_name_taken,Model naam "{0}" is al in gebruik!
dial.ed.car_too_fast,SOFACT Regulatie staat niet toe dat autos hun snelheidsindex niet boven de {0} zit voor het opvoeren! Deze auto heeft een snelheidsindex van {1}. Verminder wat parameters om dit op te lossen!
dial.ed.car_close_confirm,Weet je zeker dat je de auto wil sluiten? Alle onopgeslagen data zal verloren gaan!
dial.ed.car_delete_confirm,Weet je zeker dat je deze auto wil verwijderen: {0}?
dial.ed.delete_error_no_dir,Kan deze auto niet verwijderen, pad niet gevonden:<br>{0}
dial.ed.delete_error_file_open,Kan deze auto niet verwijderen. Sluit alle open bestanden en probeer hem handmatig te verwijderen.<br>{0}
dial.ed.save_car_once,Sla de auto aub 1 keer op voordat je sprites gaat bewerken.
dial.ed.save_before_reload,Je kunt de auto alleen herladen nadat je hebt opgeslagen!
dial.ed.no_steam_share_car_err,Er is geen connectie met Steam. Kan de auto niet delen!
dial.ed.car_share_no_desc,Vul een mooie beschrijving in voordat je de auto deelt naar de Steam Workshop!
dial.ed.car_save_first,Sla de auto eerst op aub!
dial.ed.car_share_err_sprites_missing,Auto kan niet worden gedeelt, Benodigde sprites zijn niet gevonden:<br>{0}
dial.ed.car_share_err_sprites_recovered,Je kunt niet simpelweg de auto sprite bestanden verwijderen! Missende benodigde bestanden zijn vervangen door een transparante pixel: {0}. Je zult de auto nu moeten kunnen delen.
dial.ed.car_save_alien_files,Verwijder alle bestanden die niet in de mod map horen. Alleen *.png, *.txt en item.car zijn toegestaan! Illegale bestanden: {0}
dial.ed.car_share_sprite_warning,Waarschuwing: Als je de sprites niet hebt aangepast wordt de auto afgewezen!<br>Weet je zeker dat je de auto wil delen?
dial.ed.car_name_not_available,Auto naam is niet beschikbaar: {0}. Verander hem en probeer nogmaals op te slaan.

dial.ed.path_start_open,Je kan de start positie niet aanpassen op een open circuit!

dial.factory_reset.confirm,Weet je zeker dat je wil resetten?

dial.leaderboard.ghost_confirm,Wil je tegen de spook van {0} racen?
dial.leaderboard.ghost_confirm_daily_stale,Het is niet de uitdaging van vandaag, Dus de Ranglijst voor de dag uitdaging wordt niet bijgewerkt, Maar de Circuit Ranglijst wel.

dial.input_reset,Spel invoer structuur is aangepast door de ontwikkelaar, Je invoer toewijzing is teruggezet naar de standaard. Je kunt ze opnieuw aanpassen in "Instellingen" > "Invoer". Excuses voor het ongemak!
dial.settings_reset,Spel configuratie structuur is aangepast door de ontwikkelaar, Je installingen zijn teruggezet naar de standaard. Excuses voor het ongemak!
dial.stat_reset_dev,Ontwikkelaar heeft een volledige statistieken reset uitgevoert. Excuses voor het ongemak.
dial.are_you_sure,Weet je het zeker?

dial.race.racers_over_limit,Je kunt niet meer dan {0} autos hebben in een race!
dial.race.player_remove_confirm,Weet je zeker dat je deze speler wil verwijderen {0}: {1}?
dial.race.race_alone,Je moet niet alleen willen racen, tenzij je in Tijdsaanval modus zitt. Voeg wat tegenstanders toe met de Verschillende knoppen boven de deelnemerlijst!
dial.race.no_track,Selecteer eerst een circuit!

dial.race.restart_hardcore,Je speelt Hardcore, weet je nog? Dat betekent dus geen herstart voor jouw!
dial.race.restart_dead,Sorry, we kunnen de race niet herstarten nadat er iemand is dood gegaan. Wacht aub tot de race is beeindigd en de medische dienst zal hun best doen.
dial.race.restart_ped,Sorry, Voetgangers hebben niet het recht om de race te herstarten!
dial.race.restart_confirm,Weet je het zeker? Een herstart zal je ${0} kosten. Je hebt nu nog ${1}
dial.race.restart_no_cash,Sorry, Je hebt niet genoeg geld om de race te herstarten. Even doorbikkelen.
dial.race.restart_time_attack_confirm,Weet je het zeker? Huidige rondetijden zullen verloren gaan!

dial.ed.track_exit_confirm,Wet je zeker dat je wil afsluiten? Alle niet opgeslagen aanpassingen zullen verloren gaan!
dial.ed.track_new_confirm,Weet je het zeker? alle onopgeslagen veranderingen zullen verloren gaan.
dial.ed.invalid_objects,Er staan {0} objecten te dicht bij de weg. Verwijder of Verplaats ze en ga voor een testrit voordat je op probeert te slaan.
dial.ed.enter_track_name,Voer naam Circuit in
dial.ed.track_name,Naam Circuit
dial.ed.fix_errors_first,Zorg ervoor dat het Circuit door de validatie komt voordat je probeert op te slaan!
dial.ed.share_track_no_steam,Er is geen verbinding met Steam. Kan het Circuit niet opslaan!
dial.ed.track_invalid_share,Kijk naar die rode strook boven in je scherm, sleep met je muis op die balk om te zien wat er mis is.
dial.ed.lap_before_upload,Even serieus! Je moet een rondetijd neerzetten om het Circuit te delen.
dial.ed.track_remove_colon,Verwijder {0} uit de naam van het Circuit aub!
dial.ed.track_name_clash_builtin,Sorry, kies een andere naam, je kan geen ingebouwd circuit overschrijven!
dial.ed.track_overwrite_confirm,Circuit "{0}" bestaan al. Wil je deze overschrijven?
dial.ed.track_alien_files,Verwijder extra bestanden uit de mod map aub: {0}
dial.ed.track_delete_no_undo,Weet je zeker dat je dit circuit wil verwijderen? Dit kan je niet ongedaan maken!
dial.ed.track_quit_confirm,Weet je zeker dat je de Circuiteditor wil verlaten? Niet opgeslagen aanpassingen gaan verloren!
dial.ed.track_last_2_points,Kan de laatste 2 circuit punten niet verwijderen!
dial.ed.loop_autoclose,Ziet er naar uit dat het Circuit probeert te sluiten.. Je kunt het "Open/sluit" gereedschap gebruiken, Maar ik hem deze keer voor je gesloten.

dial.on_success, Bij success: {0}
dial.on_fail, Bij falen: {0}
dial.tip,Hint: {0}
dial.confirm,Bevestig
dial.confirm_in,Bevestig ({0:0})
dial.must_do_in_drift,Moet in een drift

dial.reset_tutorials.confirm,Weet je zeker dat je alle hints als ongelezen wil markeren?

dial.confirm_exit_to_desktop,Weet je zeker dat je wilt afsluiten naar je bureaublad?

dial.car_model_unavailable,Hey, het auto model "{0}" is niet langer beschikbaar! Wil je doorgaan met het laden van de Campagne? Niet beschikbare autos zullen verdwijnen zonder vergoeding!

msg.track_high_obj_density,Dit circuit een te hoge object dichtheid van ({0:0} / 100m).\nHij zal niet automatisch meegenomen worden in aangepaste campagnes!
msg.track_high_crowd_density,Dit circuit heeft een te hoge publiek dichtheid van ({0:0} / 100m).\nHij zal niet automatisch meegenomen worden in aangepaste campagnes!
msg.cheats_leaderboards,Ranglijsten niet beschikbaar! Je hebt met de console lopen prutsen en waardes in het spel aaangepast. Herstart de game om weer toegang te krijgen tot de Ranglijsten.
msg.track_load_failed,Circuit is niet correct geladen, hij is echter corrupt of onbeschikbaar! Probeer het opnieuw of hergenereer hem.
msg.race_input_restart_warning,Waarschuwing: Het aanpassen van de invoer toewijzing vereist dat je het evenement opnieuw start!
msg.failed_deleting_folder,Niet gelukt om de map te verwijderen. Wees zeker dat je geen open bestanden hebt<br>{0}
msg.missing_car_model,Een Auto model is niet beschikbaar. ID: {0}.<br>Waarschijnlijk ben je niet meer geabboneerd of heb je een aangepaste auto verwijdert.
msg.missing_controls,Invoer toewijzing niet correct
msg.gen.analyzing_road,Analyseren van bochten in het circuit
msg.gen.calculating_lines,Calculeren van race lijnen
msg.gen.checkpoints,Scherpzetten van sensors
msg.gen.paving_road,De weg asfalteren
msg.gen.deunionizing_workers,Wegwerkers scheiden van de unie
msg.gen.firing_workers,Wegwerkers ontslaan
msg.gen.bribing_inspectors,Weg Inspecteurs omkopen
msg.gen.looking_location,Zoeken naar locatie
msg.gen.evicting_residents,Uitzetten van bewoners
msg.gen.planting_forests,Bomen planten
msg.gen.planting_bushes,Bosjes planten
msg.gen.growing_parks,Perkjes groeien
msg.gen.placing_lamps,Plaatsen van lantaarnpalen
msg.gen.planting_flowers,Bloemen planten
msg.gen.cloning_peds,Voetgangers klonen
msg.gen.cloning_more_peds,Meer voetgangers klonen
msg.gen.building_walls,Muren bouwen
msg.gen.building_more_walls,meer muren bouwen
msg.gen.rocks,Organische stenen vergaren
msg.gen.ramps,Schansen plaatsen
msg.gen.barrels,Explosieve tonnen plaatsen
msg.gen.puddles,Plassen morsen
msg.gen.cones_tires,Banden en Pionnen bestellen
msg.gen.buildings,Huizen bouwen
msg.gen.special_locs,Geheime locaties bouwen
msg.gen.road_marks,Weg verfen
msg.gen.test_driving,Circuit testen
msg.gen.screenshot,Nemen van drone fotos
msg.gen.cones_left,Uitlijnen van pionnen aan de linkerkant
msg.gen.cones_right,Uitlijnen van pionnen aan de rechterkant
msg.gen.tires_left,Plaatsen van banden aan de linkerkant
msg.gen.tires_right,Plaatsen van banden aan de rechterkant
msg.gen.end.1,Plaatsen van vallen
msg.gen.end.2,Reclame maken voor het opkomende evenement
msg.gen.end.3,Ontslaan van uitgeputte weg werkers
msg.gen.end.4,Afleveren van publiek
msg.gen.end.5,Sprenkelen van ambachtelijke weg stof
msg.gen.end.6,Opladen camera drones
msg.gen.end.7,Wapens van de helikopter herladen
msg.gen.end.8,Auto van de directeur polijsten
msg.gen.end.9,Explosieve tonnen op scherp zetten
msg.gen.end.10,Plaatsen van de dixies
msg.gen.end.11,Pionnen polijsten
msg.gen.end.12,Olie morsen
msg.gen.end.13,Helikopter bijtanken
msg.gen.end.14,Meer publiek afleveren
msg.gen.end.15,Gaten vullen
msg.gen.end.16,Hot Dogs afleveren

msg.longest_drift,Langste Drift
msg.cant_fire_flyers,Kan niet vuren wanneer je voorruit onder de flyers zit!
msg.cant_fire_no_gun,Kan wapen niet vuren, Niet gemonteert!
msg.cant_drop_no_gun,Kan wapen niet laten vallen, Niet gemonteert!
msg.close_call,Bijna raak!
msg.photo_reward,Beloning voor Foto: ${0}
msg.inflicted_dmg,Schade Gemaakt
msg.dmg_warning,Schade Kritiek
msg.over_50_pct,Over 50%
msg.over_75_pct,Over 75%
msg.jump_completed,Sprong Voltooid
msg.nitro_boost,Lachgas gebruik
msg.hit_combo,Raak combi
msg.final_lap,Laatste Ronde!
msg.lap_did_not_count,Ronde telde niet
msg.wrong_way,Verkeerde Richting!
msg.no_reset_start_line,Kan niet herstarten, Nog niet voorbij de startlijn!
msg.no_reset_too_often,Je kan je auto niet zo vaak herplaatsen!
msg.camera_mode,Camera Modus
msg.camera_zoom,Camera Afstand
msg.ped_cannon_tip,Rijd over een voetganger of wacht tot het kannon herlaad!
msg.corner_cut,Maatregel Afsnijden
msg.get_on_track,Ga terug de baan op!
msg.reset_in,Herplaatsing in {0:0.00}s
msg.offroad_pen,Maatregel van Circuit af
msg.car_reset,Auto Herplaatsing
msg.cheating_detected,Valsspelen gededecteerd
msg.corner_cut_forgiven.1,Afsnijden is je vergeven. Doe het niet weer!
msg.corner_cut_forgiven.2,Afsnijden is je vergeven. De scheids keek net weg.
msg.ped_sucked_in_cannon,JE BENT IN EEN VOETGANGER KANNON GEZOGEN.
msg.x_invalid_obj,Er zijn {0} ongeldige objecten
msg.wasted,AFGEMAAKT

msg.hard_congrats,Gefeliciteerd, je hebt moeilijk vrijgespeeld
msg.hardcore_congrats,Gefeliciteerd, je hebt hardcore vrijgespeeld
msg.no_steam_leaderboard_warn,Geen verbinding met Steam! Ranglijst toevoeging wordt niet opgeslagen. Herstart het spel of Steam zelf om dit op te lossen.
msg.motion_speed_adj,Bewegings snelheid aanpasser: {0:0.00}x
msg.time_scale_adj,Tijdschaal: {0:0.00}x
msg.steam_client_photo,Start het spel met Steam om een foto te nemen. Je kan schermafdruk software van je computer gebruiken als je geen Steam gebruikt.
msg.entering_photo_mode,Betreden van Foto modus
msg.exiting_photo_mode,Afsluiten van Foto modus
msg.just_upgraded,{0} heeft net zijn {1} opgevoert!
msg.just_bought,{0} heeft net een {1} gekocht!
# Keep this as short as possible, it will be displayed for 5 seconds in a small speech bubble
msg.tip_available,Druk op {Action.ShowTutorial} voor een hint

msg.uploading_ghost,Toevoegen van Spook aan de Ranglijsten
msg.score_not_improved,Je huidige Ranglijst positie is niet verbroken! Huidige prestatie niet geupload.
msg.score_ghost_missing,Je huidige Ranglijst positie is niet verbroken, maar spook gegevens zijn niet aanwezig. Toevoegen van Spook aan de Ranglijsten.";
msg.score_rejected,Steam heeft je prestatie voor deze Ranglijst geweigerd
msg.uploading_score,Bijwerken van Ranglijst prestatie ({0}/10 API roepingen / 10 min)<br>{1}
