######################################
# Bloody Rally Show translations file 
# Locale: English
# Author: Tomas Varaneckas
# Contact: tomas@kodolinija.com
######################################

######################################
# What should not be modified:
# 1. Anything inside < > brackets - these are special text formatting tags
# 2. Anything inside { } brackets - these are variables that will be replaced
#
# Do not remove {0} and similar variables - it can cause in-game errors!
#
# There is one exception to the rule above. When {0} is a curse adjective or adverb (friggin, etc)
# And it is stated so in the example, if your language cannot combine them well, you can try ommitting {0}
# In this case, but if there is more than one variable ({0}, {1}), you cannot remove {0} and leave {1}!
# You can remove the last variable ({1}) in this case, to keep the variable sequence running from {0}
# (only if {1} is a curse adjective / adverb)
#
# <br> is a line break
#
# It is highly recommended to keep every single key in same exact line as English - copy all the comments and blank lines
######################################

# Characters

# If you change any character names, you have to consistently keep using them
# Across all the translations where they are mentioned. Also in Tips.txt
# For this reason I suggest to keep names of Brace Stone and Nicholas Merryland 
# unchanged. Anonymous racer only appears in introduction cutscene.

char.brace.name,Brace Stone
dial.ed.car_share_err_sprites_recovered,You cannot just delete car sprite files! Missing required files were replaced by transparent 1x1 pixel: {0}. You should now be able to share the car.
dial.ed.car_save_alien_files,Please remove files that do not belong in the mod directory. Only *.png, *.txt and item.car are allowed! Offending files: {0}
dial.ed.car_share_sprite_warning,WARNING: If you haven't modified the sprites, car will be rejected!<br>Are you sure you want to share it?
dial.ed.car_name_not_available,Car name is not available: {0}. Please change it and try to save again.

dial.ed.path_start_open,Cannot move start position for an open track!

dial.factory_reset.confirm,Are you sure you want to reset?

dial.leaderboard.ghost_confirm,Would you like to race against the ghost of {0}?
dial.leaderboard.ghost_confirm_daily_stale,It's not today's entry, so Daily Challenge Leaderboard will not be updated, but Track Leaderboard will.

dial.input_reset,Game input structure was changed by developer, and your input mappings were reset to defaults. You can change them in "Settings" > "Input". Sorry for the inconvenience!
dial.settings_reset,Game configuration structure was changed by developer, your settings were reset to defaults. Sorry for the inconvenience!
dial.stat_reset_dev,Developer has triggered a full stat reset. Sorry for inconvenience.
dial.are_you_sure,Are you sure?

dial.race.racers_over_limit,You cannot have more than {0} cars in a single race!
dial.race.player_remove_confirm,Are you sure you want to remove Player {0}: {1}?
dial.race.race_alone,You shouldn't drive alone, unless you are in "Time Attack" mode. Add some opponents using "Add Player", "+1" or "+10" buttons!
dial.race.no_track,Please select some track first!

dial.race.restart_hardcore,It's Hardcore Mode, rememeber? No restarting for you!
dial.race.restart_dead,Sorry, we cannot restart the race after someone dies. Please wait for the race to finish, and medics will try to do their job.
dial.race.restart_ped,Sorry, pedestrians have no right to restart the race!
dial.race.restart_confirm,Are you sure? Restart will cost you ${0}. You now have ${1}
dial.race.restart_no_cash,Sorry, you can't affort to restart the race. Soldier it through.
dial.race.restart_time_attack_confirm,Are you sure? Current lap times will be discarded!

dial.ed.track_exit_confirm,Are you sure you want to exit? Any unsaved changes will be lost!
dial.ed.track_new_confirm,Are you sure? Any unsaved changes will be lost.
dial.ed.invalid_objects,There are {0} objects too close to the road. Please move or remove them and go for a Test Drive before trying to save again.
dial.ed.enter_track_name,Enter Track Name
dial.ed.track_name,Track Name
dial.ed.fix_errors_first,Please fix validation errors before saving the track!
dial.ed.share_track_no_steam,There is no connection to Steam. Cannot share the track!
dial.ed.track_invalid_share,Check that red banner on top of the screen. Drag your mouse over it to see what's wrong.
dial.ed.lap_before_upload,Hold your horses! You have to set a lap record before uploading it.
dial.ed.track_remove_colon,Please remove ":" from track name!
dial.ed.track_name_clash_builtin,Sorry, pick another name, you cannot overwrite a built-in track!
dial.ed.track_overwrite_confirm,Track "{0}" already exists. Do you want to overwrite it?
dial.ed.track_alien_files,Please remove extra files from mod directory: {0}
dial.ed.track_delete_no_undo,Are you sure you want to delete this track? There is no way to undo it!
dial.ed.track_quit_confirm,Are you sure you want to quit the Track Editor? Unsaved changes will be lost!
dial.ed.track_last_2_points,Cannot delete last two path points!
dial.ed.loop_autoclose,Looks like you are trying to close the loop. You can use "Open / Close" tool, but I closed it for you this time.

dial.on_success, On Success: {0}
dial.on_fail, On Failure: {0}
dial.tip,Tip: {0}
dial.confirm,Confirm
dial.confirm_in,Confirm ({0:0})
dial.must_do_in_drift,Must do it in a drift

dial.reset_tutorials.confirm,Are you sure you want to mark all tips as unseen?

dial.confirm_exit_to_desktop,Are you sure you want to exit to Desktop?

dial.car_model_unavailable,Hey, the car model "{0}" is no longer available! Would you like to continue loading the campaign? Unavailable cars will be gone without refund!

msg.track_high_obj_density,This track has high object density ({0:0} / 100m).\nIt will not get included in custom Campaign generation by default!
msg.track_high_crowd_density,This track has high crowd density ({0:0} / 100m).\nIt will not get included in custom Campaign generation by default!
msg.cheats_leaderboards,LEADERBOARDS DISABLED! You have used in-game console cheats or physics experiments. Restart the game to regain leadboard access.
msg.track_load_failed,Track failed to load correctly, it is either corrupt or unavailable! Try again, or regenerate it.
msg.race_input_restart_warning,WARNING: Changing input mappings during the race requires race restart to apply the effects!
msg.failed_deleting_folder,Failed deleting the folder. Make sure to close all open files<br>{0}
msg.missing_car_model,A car model is missing. ID: {0}.<br>Most likely unsubscribed mod or deleted custom car.
msg.missing_controls,Missing Key Bindings
msg.gen.analyzing_road,Analyzing Road Curvature
msg.gen.calculating_lines,Calculating Racing Lines
msg.gen.checkpoints,Arming Track Checkpoint Sensors
msg.gen.paving_road,Paving The Road
msg.gen.deunionizing_workers,Deunionizing Road Workers
msg.gen.firing_workers,Firing Road Workers
msg.gen.bribing_inspectors,Bribing Road Inspectors
msg.gen.looking_location,Looking For Location
msg.gen.evicting_residents,Evicting Previous Residents
msg.gen.planting_forests,Planting Forests
msg.gen.planting_bushes,Planting Bushes
msg.gen.growing_parks,Growing Parks
msg.gen.placing_lamps,Placing Street Lamps
msg.gen.planting_flowers,Planting Flowers
msg.gen.cloning_peds,Cloning Pedestrians
msg.gen.cloning_more_peds,Cloning More Pedestrians
msg.gen.building_walls,Building Walls
msg.gen.building_more_walls,Building More Walls
msg.gen.rocks,Sourcing Organic Rocks
msg.gen.ramps,Placing Ramps
msg.gen.barrels,Placing Explosive Barrels
msg.gen.puddles,Spilling Puddles
msg.gen.cones_tires,Ordering Cones And Tires
msg.gen.buildings,Constructing Buildings
msg.gen.special_locs,Building Secret Locations
msg.gen.road_marks,Painting Road Markings
msg.gen.test_driving,Test Driving The Track
msg.gen.screenshot,Taking Drone Photos
msg.gen.cones_left,Aligning Cones On The Left
msg.gen.cones_right,Aligning Cones On The Right
msg.gen.tires_left,Placing Tires On The Left
msg.gen.tires_right,Placing Tires On The Right
msg.gen.end.1,Placing Booby Traps
msg.gen.end.2,Advertising Upcoming Event
msg.gen.end.3,Firing Exhausted Road Workers
msg.gen.end.4,Delivering Spectators
msg.gen.end.5,Sprinkling Artisanal Road Dust
msg.gen.end.6,Recharging Vision Drones
msg.gen.end.7,Reloading Helicopter Ammo
msg.gen.end.8,Polishing Director's Car
msg.gen.end.9,Arming Explosive Barrels
msg.gen.end.10,Placing Porta Potties
msg.gen.end.11,Polishing The Cones
msg.gen.end.12,Spilling Oil
msg.gen.end.13,Refueling The Helicopter
msg.gen.end.14,Delivering More Spectators
msg.gen.end.15,Fixing Potholes
msg.gen.end.16,Delivering Hot Dogs

msg.longest_drift,Longest Drift
msg.cant_fire_flyers,Cannot fire weapon when windshield is covered with flyers!
msg.cant_fire_no_gun,Cannot fire weapon, not equipped!
msg.cant_drop_no_gun,Cannot drop weapon, not equipped!
msg.close_call,Close Call!
msg.photo_reward,Reward for photo: ${0}
msg.inflicted_dmg,Inflicted Damage
msg.dmg_warning,Damage Warning
msg.over_50_pct,Over 50%
msg.over_75_pct,Over 75%
msg.jump_completed,Jump Completed
msg.nitro_boost,Nitro Boost
msg.hit_combo,Hit Combo
msg.final_lap,FINAL LAP!
msg.lap_did_not_count,Lap did not count
msg.wrong_way,Wrong way!
msg.no_reset_start_line,Cannot reset, start line was not crossed yet!
msg.no_reset_too_often,You cannot reset your car that often!
msg.camera_mode,Camera Mode
msg.camera_zoom,Camera Zoom
msg.ped_cannon_tip,Drive over a pedestrian or wait until cannon reloads!
msg.corner_cut,Corner Cutting Penalty
msg.get_on_track,GET BACK ON TRACK!
msg.reset_in,RESET IN {0:0.00}s
msg.offroad_pen,OFF-ROAD PENALTY
msg.car_reset,Car Reset
msg.cheating_detected,Cheating Detected
msg.corner_cut_forgiven.1,Corner cutting penalty forgiven. Don't do it again!
msg.corner_cut_forgiven.2,Corner cutting penalty forgiven. The judge was looking away.
msg.ped_sucked_in_cannon,YOU GOT SUCKED INTO PEDESTRIAN CANNON!
msg.x_invalid_obj,There are {0} invalid objects
msg.wasted,WASTED

msg.hard_congrats,Congratulations, you have unlocked Hard difficulty
msg.hardcore_congrats,Congratulations, you have unlocked Hardcore difficulty
msg.no_steam_leaderboard_warn,NO CONNECTION TO STEAM! Leaderboard entry will not get saved. Restart the game or Steam client to fix this.
msg.motion_speed_adj,Motion speed adjustment: {0:0.00}x
msg.time_scale_adj,Time scale: {0:0.00}x
msg.steam_client_photo,Run the game through Steam Client to take a photo. You can use desktop screenshot software if you don't use Steam.
msg.entering_photo_mode,Entering Photo Mode
msg.exiting_photo_mode,Exiting Photo Mode
msg.just_upgraded,{0} just upgraded {1}!
msg.just_bought,{0} just bought {1}!
# Keep this as short as possible, it will be displayed for 5 seconds in a small speech bubble
msg.tip_available,Press {Action.ShowTutorial} for a tip

msg.uploading_ghost,Uploading Ghost Replay
msg.score_not_improved,Your existing leaderboard score was not improved
msg.score_ghost_missing,Your existing leaderboard score was not improved, but ghost data was missing. Uploading current ghost.";
msg.score_rejected,Steam rejected your score for this leaderboard
msg.uploading_score,Updating leaderboard score ({0}/10 API calls / 10 min)<br>{1}
msg.uploaded_score,Successfully updated leaderboard ({0}/10 API calls / 10 min)<br>{1}
msg.upload_fail,Could not update leaderboard, will retry in {2}s ({0}/10 API calls / 10 min)<br>{1}

load.downloading_score,Downloading closest leaderboard score
load.downloading_ghost_car,Downloading Ghost Car data
load.launching_battle,Launching Car Battle
load.launching_race,Launching Race
load.starting_race,Starting Engines
load.checking_mods,Checking Subscribed Mods
load.downloading_mod,Downloading Mod: {0} ({1}/{2} bytes)
load.loaded_mod,Loaded Mod: {0}
load.screenshotting,Taking Track Screenshot
load.gen_rand,Generating Random Track
load.track,Loading Track
load.flushing_stats,Flushing Stats
load.flushing_stats_progress,Flushing Stats ({0} remaining)
load.exiting,Exiting
load.insults,Loading Random Insults
load.avatars,Loading Avatars
load.avatar_custom,Loading Custom Avatar: {0}
load.cars,Loading Cars
load.workshop_car_tex,Loading Workshop Car Texture: {0}/{1}
load.car_tex,Loading Car Texture: {0}/{1}
load.paint_job,Loading Paint Job: {0}
load.track_campaign,Loading Campaign Track: {0}
load.custom_tracks,Loading Custom Track Files
load.workshop_track,Loading Workshop Track: {0}
load.workshop_track_missing,Workshop Track {0} is missing, unsubscribing
load.workshop_car,Loading Workshop Car: {0}
load.custom_track,Loading Custom Track: {0}
load.track_x,Loading Track: {0}
load.steam_avatar,Loading Steam Avatar: {0}
load.scene,Loading {0}

scene.race_setup,Race Setup
scene.race,Race
scene.main_menu,Main Menu
scene.track_editor,Track Editor
scene.car_editor,Car Editor
scene.campaign,Campaign
scene.kickstart,Initial

weapon.ped_cannon,Pedestrian Cannon
weapon.m2,M2
weapon.saw,Saw
weapon.nitro_refill,Nitro Refill
weapon.shield,Force Field
# Tribute to Mad Max, maybe it's possible to keep the reference?
weapon.mad_fax,Mad Fax
# It is a robotic steel hedgehog that is rigged with explosives
weapon.homing_hedgehog,Homing Hedge
weapon.wrench,Wrench
weapon.nailgun,Nailgun
# Tribute to Quake
weapon.railgun,Railgun
weapon.wrecking_ball,Wrecking Ball
weapon.grappling_hook,Grappling Hook

# TUTORIALS 
# Watch out for the <br>, these are new lines. They must not be removed!

tut.basic_driving.head,Driving The Car
tut.basic_driving.1,- Hold {Action.Accelerate} to accelerate<br>- Use {Action.Steer} to steer<br>- If you are using a controller, you can choose how much throttle or steering you want to apply<br>- Handling is much easier with a controller!
tut.basic_driving.2,- Anticipate corners early<br>- Start braking before tight turns<br>- Use {Action.Brake} to brake<br>- Releasing {Action.Accelerate} will also reduce your speed
tut.basic_driving.3,- If you see you will overshoot, use the handbrake<br>- Press {Action.Handbrake} to apply handbrake

tut.camera.head,Camera Controls
tut.camera.1,- There are multiple camera zoom and rotation modes to choose from<br>- Click {Action.Zoom} to cycle through camera zoom modes<br>- With Far zoom you will see your car from high above, but clouds may obstruct your view
tut.camera.2,- Near camera zoom will give you a close-up view of your car<br>- It may be challenging to drive as you won't see much of the road ahead<br>- You can use minimap to anticipate corners
tut.camera.3,- Click {Action.Camera} to cycle through camera rotation modes<br>- Fixed Road camera will not rotate at all
tut.camera.4,- Fixed Car camera will keep the same rotation as your car<br>- Floating camera is in between Fixed Car and Fixed Road<br>- Find one you like the most
tut.camera.5,- You can go to "Settings" > "Gameplay" to change the camera setting defaults<br>- Change "Camera Shake" if you want to reduce screen shaking

tut.camp.add_racer.head,Add Or Edit A Racer
tut.camp.add_racer.1,- You can choose who will control this racer, Human or AI<br>- You can have up to 4 people playing in split screen<br>- You can change the avatar, or set a custom one using an image from your computer

tut.camp.advance.head,Advancing Campaign
tut.camp.advance.1,- Congratulations, you have survived the first week<br>- When you are ready to proceed, click ADVANCE button<br>- New Week will be generated

tut.camp.car_unlock.head,New Car Available
tut.camp.car_unlock.1,- You have unlocked a better car that you can afford!<br>- Go to GARAGE to find it
tut.camp.car_unlock.2,- Choose the best available car you can buy<br>- Click the BUY button to purchase it<br><br>- Consider to PAINT your new car before purchase

tut.camp.first_car.head,Your First Car
tut.camp.first_car.1,- You don't have a car, but you have a little bit of cash<br>- Click "BUY A CAR" to visit the Garage

tut.camp.first_race.head,First Race
tut.camp.first_race.1,- Time to have your first race!<br>- Click the stage card to begin<br>- If you see a generation notice, a group of highly trained monkeys are working to prepare your race tracks. Please wait for that notice to go away before attempting to start a race.

tut.camp.garage.head,Garage
tut.camp.garage.1,- The only car you can afford right now is Lionard 125<br>- New cars will unlock as you level up
tut.camp.garage.2,- You can repaint your car for free before you buy it<br>- After you buy the car, repainting costs cash

tut.camp.racer_setup.head,Create Your Racer
tut.camp.racer_setup.1,- Pick an Avatar for your racer. You can use a custom one from an image on your computer.<br>- Enter your racer name, or click RANDOMIZE to generate one<br>- Choose your voice pitch (will affect dialogue sounds)<br>- Then click REGISTER

tut.camp.season_lineup.head,Season Lineup
tut.camp.season_lineup.1,- Here you can customize season lineup and setup a split screen multiplayer campaign<br>- Click EDIT icon on racers to edit names, avatars, skill levels<br>- Click X icon on a racer to delete. Racer count is fixed, so deleted racer will be replaced with a new one!

tut.camp.stage_rewards.head,Stage Rewards
tut.camp.stage_rewards.1,- After the race you are going to get rewards for you actions<br>- Colored reward items are more valuable
tut.camp.stage_rewards.2,- By default only player rewards are displayed<br>- Click ALL RACERS to see how all the racers were rewarded

tut.camp.car_upgrades.head,Car Upgrades
tut.camp.car_upgrades.1,- You have unlocked a new Car Upgrade<br>- Click the part icon to open the upgrade view<br>- Upgradeable parts have up arrow icons hovering over them
tut.camp.car_upgrades.2,- Click the price button to purchase the upgrade<br>- More upgrades will unlock as you level up

tut.car_damage.head,Car Damage
tut.car_damage.1,- Looks like your car took some serious damage<br>- Keep an eye on your health bar in top right<br>- You can repair the damage using Wrench powerup in races with weapons or in Car Battle
tut.car_damage.2,- Damaged cars lose some top speed<br>- Damaged cars leak slippery oil

tut.car_reset.head,Resetting Your Car
tut.car_reset.1,- Got yourself into a bad situation? We've got you covered!<br>- Holding {Action.Brake} will make your car go in reverse<br>- Press {Action.ResetCar} to reset your car back on track

tut.corner_cut.head,Corner Cutting Penalties
tut.corner_cut.1,- Looks like you've just cut a corner!<br>- Depending on the mood of the Judge, you may be forgiven or penalized<br>- Light penalty is a temporary slowdown<br>- Heavy penalty is car reset<br>- Amount of allowed corner cutting depends on game mode and difficulty

tut.custom_race_dash.head,Custom Race Dashboard
tut.custom_race_dash.1,- Welcome to Custom Race dashboard. It may look overwhelming at first, so here is some help<br>- If you want to play with your friends, use ADD PLAYER button<br>- You can also add AI racers this way
tut.custom_race_dash.2,- To add random AI opponents quickly, use the "+1" and "+10" buttons<br>- You can race against a ton of AI opponents at once!<br>- To remove all other racers click "0"
tut.custom_race_dash.3,- Unlike in Campaign mode, here you can just choose the upgrades you want<br>- Click on part icons to cycle through the upgrade levels<br>- You can configure individual upgrades for each racer
tut.custom_race_dash.4,- There are some game modes you can choose from<br> - "Race" is a regular race against other cars<br>- "Time Attack" is for setting best lap times in global leaderboards<br>- In "Car Battle" you have a time limit and weapons. You don't have to drive on track.
tut.custom_race_dash.5,- Select a track you want to race in<br>- You can also generate a unique track<br>- Download more tracks from Steam Workshop or create your own tracks in Track Editor
tut.custom_race_dash.6,- After you configured your Custom Race, click the red button in bottom left corner to begin the race

tut.time_attack.head,Custom Race: Time Attack
tut.time_attack.1,- In "Time Attack" mode car upgrades are locked at level 1
tut.time_attack.2,- To view the leaderboards click "LEADERBOARDS" button in top bar<br>- AI racers are not available in "Time Attack" mode<br>- You can have split screen sessions with human players though

tut.drift.head,Drifting
tut.drift.1,- You have just performed a clean Drift<br>- Drifting is the art of going sideways<br>- Controlled drifting is rewarded with Nitro boost and Cash in campaigns<br>- Drift doesn't count if you go off-track
tut.drift.2,- Different cars have different drifting properties<br>- Different surface types and weather conditions have different drifting properties<br>- Car tuning affects drifting

tut.paint.head,Painting Cars
tut.paint.1,- Change the base color of the car using MAIN COLOR<br>- Have up to two PAINT LAYERS<br>- Click on PAINT LAYER image to pick a different pattern<br>- You can use custom paint layer images

tut.nitro.head,Nitro Boost
tut.nitro.1,- The red Nitro Bar shows your Nitro level<br>- Press and hold {Action.Nitro} to burn Nitro and go faster<br>- The longer it burns, the more efficient it gets
tut.nitro.2,- Nitro bar refills when you hit pedestrians, porta potties or snowmen<br>- Nitro bar also refills when you drift<br>- You will receive some cash for unburned Nitro 

tut.oil.head,Oils Spills
tut.oil.1,- You've just driven over an Oil Spill<br>- Oil makes your tires extremely slippery<br>- Don't worry, your tires will get clean soon

tut.ped.head,Pedestrian Mode
tut.ped.1,- You've been unlucky enough to enter a race as a Pedestrian<br>- Use {Action.Walk} to walk<br>- Turn with {Action.Turn}
tut.ped.2,- When you are close to cars, use {Action.Take Photo} to take photos<br>- Photos are rewarded with cash<br>- Reward depends on number of cars in the shot, and their distance to you
tut.ped.3,- Be careful, or you can get hit by a car<br>- Medical costs are high, so if you don't have enough cash, it's Game Over

tut.nitro_refill.head,Powerup: Nitro Refill
tut.nitro_refill.1,- You just received a Nitro Refill!<br>- It is a powerup that quickly refills your Nitro Bar while you drive<br>- When you get this powerup, it is wise to hold {Action.Nitro} to burn the Nitro while it keeps refilling

tut.wrench.head,Powerup: Wrench
tut.wrench.1,- You just received a Wrench!<br>- Wrench is a powerup that repairs your car while you drive<br>- There are three different types of wrenches you can get
tut.wrench.2,- Copper Wrench repairs low amount of damage<br>- Silver Wrench repairs medium amount of damage<br>- Golden Wrench repairs big amount of damage

tut.race_end.head,Ending The Race
tut.race_end.1,- Good job, looks like you weren't the last one!<br>- Other racers are now given 30 seconds to reach the finish line<br>- Click "Speed Up" a few times to increase race speed to up to 5x
tut.race_end.2,- After 30 seconds have passed, END RACE button will unlock<br>- It is up to you if you want to exit the race before all other racers have finished

tut.car_battle.head,Car Battle
tut.car_battle.1,- Welcome to the Car Battle<br>- Your goal is to frag your opponents<br>- Ram other cars to deal damage<br>- Use weapons to deal even more damage
tut.car_battle.2,- Pick up Weapons ant Powerups at these weapon zones<br>- You can see them in your minimap
tut.car_battle.3,- After item was picked up, zone locks down and shows a timer<br>- When countdown is finished, zone opens up with a new item
tut.car_battle.4,- Car Battle ends when timer runs out<br>- The winner is the one that fragged most cars and inflicted most damage

tut.regular_race.head,Regular Race
tut.regular_race.1,- In regular race your goal is to beat other racers to the finish line<br>- Hold {Action.Nitro} to burn nitro if you need some boost<br>- Hit pedestrians or drift to refill your Nitro bar<br>- Don't cut corners or you will get penalized!

tut.time_attack2.head,Time Attack
tut.time_attack2.1,- In Time Attack race mode you will try to set the best lap time<br>- If other players have Leaderboard entries for this track, you will get to race against their Ghosts<br>- Your own Ghost will be recorded and uploaded along with your Leaderboard score

tut.race_weap.head,Race With Weapons
tut.race_weap.1,- You are about to have a race with weapons and powerups<br>- These races can get really crazy!<br>- When you start a new Campaign, you may chose to disable races with weapons
tut.race_weap.2,- When you get a weapon or a powerup, a Weapon Bar will become visible<br>- When you receive a weapon you haven't seen before, a tip prompt may pop up
tut.race_weap.3,- There are several weapon checkpoints placed along the track<br>- These checkpoints change color over time<br>- Red checkpoint gives you a Weapon
tut.race_weap.4,- Green checkpoint gives you a Powerup<br>- If you drive over a weapon zone while holding a Weapon or Powerup, nothing will happen<br>- Press {Action.DropWeapon} to drop your current Weapon or Powerup

tut.ramps.head,Ramps And Jumps
tut.ramps.1,- You have just launched your car in the air!<br>- Unpowered wooden Ramp makes you jump
tut.ramps.2,- Powered Ramp makes you jump and gives you a boost!<br>- Ramps do not guarantee clean landing<br>- You can push ramps around and rotate them to make traps for your opponents<br>- Jumps are recorded in the leaderboards, but only in Campaign mode!

tut.track_ed.obj_place.head,Track Editor: Placing Objects
tut.track_ed.obj_place.1,- Click {Action.PlaceObject} once to place the object<br>- Hold {Action.PlaceObject} and drag to place a row of objects<br>- Use {Action.RotateObject} to rotate the object before placing it

tut.m2.head,Weapon: M2
tut.m2.1,- You have just received M2!<br>- M2 is a powerful projectile based weapon<br>- Hold {Action.Fire} to fire at your opponents<br>- If you don't like a weapon, you can always drop it with {Action.DropWeapon}

tut.mad_fax.head,Weapon: Mad Fax
tut.mad_fax.1,- You've just received Mad Fax<br>- Press {Action.Fire} to print a bunch of spam in your opponent's face<br>- The flyers will stick to their windshields, obstructing their view<br>- Cars with more flyers on the windshield get increasingly difficult to handle<br>- If you don't like a weapon, you can always drop it with {Action.DropWeapon}

tut.nailgun.head,Weapon: Nailgun
tut.nailgun.1,- You just received a Nailgun!<br>- Nailgun is an average powered projectile weapon with a good kick<br>- Press {Action.Fire} to shoot the opponents in front of you<br>- If you don't like a weapon, you can always drop it with {Action.DropWeapon}

tut.ped_cannon.head,Weapon: Pedestrian Cannon
tut.ped_cannon.1,- You've just received a Pedestrian Cannon!<br>- It is preloaded with an exploding pedestrian<br>- Press {Action.Fire} to launch the pedestrian at your opponents
tut.ped_cannon.2,- Drive over a pedestrian (dead or alive) to reload the cannon<br>- Or wait 10 seconds until a pedestrian-bullet gets cloned and cannon reloads itself<br>- If you don't like a weapon, you can always drop it with {Action.DropWeapon}

tut.railgun.head,Weapon: Railgun
tut.railgun.1,- You just received a Railgun!<br>- Railgun is a slow but powerful projectile weapon<br>- Press {Action.Fire} to shoot the opponents in front of you<br>- If you don't like a weapon, you can always drop it with {Action.DropWeapon}

tut.saw.head,Weapon: Saw
tut.saw.1,- You just received a Saw!<br>- It's a close contact weapon, try to touch your opponents with it<br>- Saw can go on either end of your car<br>- Watch out, additional weight affects handling <br>- If you don't like a weapon, you can always drop it with {Action.DropWeapon}

tut.shield.head,Weapon: Force Field
tut.shield.1,- You just received a Force Field!<br>- It pushes everything around you<br>- It will deflect bullets<br>- If you don't like a weapon, you can always drop it with {Action.DropWeapon}

tut.spikes.head,Weapon: Homing Hedge
tut.spikes.1,- You just received a Homing Hedge!<br>- It's a robotic hedgehog that can be released to cause mayhem<br>- Press {Action.Fire} to release the Homing Hedge
tut.spikes.2,- When released, Homing Hedge will pick your closest opponent as a target<br>- It will chase and ram the target until it runs out of energy<br>- Homing Hedge will trigger an explosion after touching an obstacle or a car

tut.wreck_ball.head,Weapon: Wrecking Ball
tut.wreck_ball.1,- You just received a Wrecking Ball!<br>- Let's just say it's not the best weapon you can get<br>- Proves to be quite useful in Car Battle, but not so much in a regular Race 
tut.wreck_ball.2,- Having a Wrecking Ball attached to your car affects handling drastically<br>- If you don't like a weapon, you can always drop it with {Action.DropWeapon}

msg.director_warning.1,Director Nicolas Merryland is participating too...
msg.director_warning.2,There is a psychopath in the track, and he is not racing!
msg.director_warning.3,Watch out for the Director, he has a weapon!
msg.director_warning.4,Uh oh, Director is in his car again!
msg.director_warning.5,Director Nicolas himself is present in this race!

msg.chopper_warning.1,Brace Stone is in bad mood. Watch out for the chopper!
msg.chopper_warning.2,People are looking at the chopper with fear in their eyes...
msg.chopper_warning.3,Avoid the helicopter, it seems to have a weapon!
msg.chopper_warning.4,Brace Stone is bored today. Watch out for the chopper!
msg.chopper_warning.5,It's totally unfair, but Brace Stone is flying with a weapon!
msg.chopper_warning.6,Be careful, Brace Stone is raging in his chopper!
msg.chopper_warning.7,Brace Stone seems to be trigger happy today!
msg.chopper_warning.8,Watch out for the raging psychopath in the sky!

msg.tip.ped.ff,TIP: Hold {Action.FastForward} to fast forward time
msg.tip.ped.photo,TIP: Press {Action.Take Photo} to take a photo
msg.tips.disabled,You can find tips in ABOUT > HOW TO PLAY

msg.tips.finished_campaign,Finished Campaign
msg.tips.free_man,Free Man
msg.tips.incompatible_save,Incompatible Campaign Version

# {0} - date
msg.achieved_on,Achieved on {0}
# {0:0.0}% will become 15.3%
msg.achieved_by,Achieved by {0:0.0}%
msg.hidden_achievement,Hidden Achievement
