######################################
# Bloody Rally Show translations file 
# Locale: Spanish
# Author: Google Translate
# Contact: help@kodolinija.com
######################################

######################################
# What should not be modified:
# 1. Anything inside < > brackets - these are special text formatting tags
# 2. Anything inside { } brackets - these are variables that will be replaced
#
# Do not remove {0} and similar variables - it can cause in-game errors!
#
# There is one exception to the rule above. When {0} is a curse adjective or adverb (friggin, etc)
# And it is stated so in the example, if your language cannot combine them well, you can try ommitting {0}
# In this case, but if there is more than one variable ({0}, {1}), you cannot remove {0} and leave {1}!
# You can remove the last variable ({1}) in this case, to keep the variable sequence running from {0}
# (only if {1} is a curse adjective / adverb)
#
# <br> is a line break
#
# It is highly recommended to keep every single key in same exact line as English - copy all the comments and blank lines
######################################

# Characters

# If you change any character names, you have to consistently keep using them
# Across all the translations where they are mentioned. Also in Tips.txt
# For this reason I suggest to keep names of Brace Stone and Nicholas Merryland
# unchanged. Anonymous racer only appears in introduction cutscene.

char.brace.name,Piedra de refuerzo
cut.cam.gov.intro.1,Espera un momento, tú {0}. Nuestros televidentes se quejan de la configuración de sus drones de visión. Los he ajustado de la forma en que lo quieren, ¿de acuerdo?
# {0} - damn, {1} - clowns
cut.cam.gov.intro.2,{0}! Estoy muy irritado porque sigues cambiando la configuración de los drones de visión. ¿No puedes mantenerlos firmes, como todos los demás {1}?
cut.cam.gov.intro.3,Damas y caballeros, preparen sus bolsas de barf. El dron de visión se descompuso y, hasta que se solucione, nuestros técnicos rogaron que se mantuviera alejado de cambiar cualquiera de sus configuraciones.

cut.cam.descr,Completa la carrera sin cambiar la configuración de la cámara.
cut.cam.tip,Si la penalización parece menos dolorosa que conducir con la configuración actual de la cámara, ¡cámbiela!

cut.cam.shortdescr,No cambie la configuración de la cámara

### Distribute Spam

# {0} - a number
cut.spam.req,Imprima al menos {0} lotes de volantes

cut.spam.racer.intro.1,Psssst ... Escucha, tengo que pedirte un favor, estamos organizando un movimiento clandestino secreto contra SOFACT. Queremos que tantas personas como sea posible se unan a nuestro movimiento. Si pudieras ayudar a correr la voz, ¡significaría un mundo para nosotros!

# {0} - vegan olive oil
cut.spam.gov.intro.1,Queremos difundir una nueva propaganda sobre los beneficios para la salud de {0}. Seguimos adelante y colocamos una impresora en la parte superior de su automóvil. Ahora ve a usarlo.
# {0} - bacon burgers
cut.spam.gov.intro.2,Fingimos los resultados de un estudio de investigación sobre {0}, y queremos que todos lo lean. Seguimos adelante y soldamos una impresora en la parte superior de su automóvil. Sigue usándolo en tu próxima carrera.

# Do not modify {Action.Fire}
cut.spam.tip,Siga presionando {Action.Fire} para imprimir esos volantes

cut.spam.descr,Distribuya {0} lotes de volantes
cut.spam.prog,Lotes de volantes distribuidos

### Weaponize

cut.weaponize.req,Les hemos dado a todos un arma. Esto se va a volver loco, ¡me encanta!

cut.weaponize.gov.intro.1,Los espectadores de Bloody Rally Show están bastante aburridos recientemente, por lo que vamos a condimentar un poco las cosas.
# {0} - clowns
cut.weaponize.gov.intro.2,Veo que la mayoría de ustedes {0} obtuvieron nuevos trabajos de pintura. Esperemos que se mantengan así después de la próxima carrera.

cut.weaponize.descr,Completa la carrera con autos armados
cut.weaponize.tip,Agradece que no seas peatón en este momento

### Campaign Win (Freedom)

# {0} - racer name
cut.freedom.1,¡Hola {0}, felicidades por ganar tu libertad! Aunque estoy triste de verte partir. ¿Estás seguro de que no quieres quedarte una temporada más?
# {0} - car model name
cut.freedom.2,Gracias, pero estoy cansado como el infierno. Necesito lavar la sangre de mi {0}.
# {0} - he or she, depending on player gender (see term.he / term.she)
cut.freedom.3,* Camina hacia la puesta de sol, sabiendo que algún día {0} volverá a pasar por este infierno de nuevo ... *
# When player has no car, he will say he has to clean the blood off his shoes
cut.freedom.shoes,Zapatos

### Campaign Season Finished

# {0} - player name
cut.season.alive1.1,{0}, ¿cómo demonios lograste esto? ¡Tenemos que terminar la temporada temprano por tu culpa!
# {0} - clowns
cut.season.alive1.2,¿Qué puedo decir? Eran un montón de {0}.
cut.season.alive1.3,Tengo que admitir que siempre me gustaste. Necesitamos gente como tú aquí en SOFACT. Cuando hayas terminado con tu carrera como piloto, podría ofrecerte un trabajo.
cut.season.alive1.4,Me siento halagado, pero quiero volver a quemar goma ahora. Hasta la próxima! Y encuéntrame oponentes más dignos la próxima vez, ¿quieres?

cut.season.1,¡Se acabó la temporada, amigos! Es hora de que todos se vayan a casa.
cut.season.cheer.1,¡Finalmente!
cut.season.cheer.2,Woo-hoo!
cut.season.cheer.3,¡Si!
cut.season.cheer.4,¡Dios mío, por fin!
cut.season.cheer.5,¡El mejor dia de mi vida!
cut.season.cheer.6,¡Estoy tan feliz!
cut.season.cheer.7,¡Hurra!
cut.season.cheer.8,¡YEEEEEES!
cut.season.cheer.9,Yippee!
# {0} clowns {1} - fools
cut.season.2,¿Casa? ¡Casa! ¡Tú {0} no saldrás vivo de aquí! La próxima temporada comienza mañana, espero que todos tengan sus cubos de óxido pulidos y alineados para la carrera. Inicio ... Jajajaja. {1} ...

### Campaign Fail

cut.fail.boo.1,Abucheo
cut.fail.boo.2,¡Perdedor!
cut.fail.boo.3,¿Quién es?
cut.fail.boo.4,Demasiado
cut.fail.boo.5,Boooo!
cut.fail.boo.6,¡Cojo!
cut.fail.boo.7,¿Quién podría ser?

cut.fail.cry.1,Nooooo!
cut.fail.cry.2,¡Por qué!
cut.fail.cry.3,El dolor...
cut.fail.cry.4,Me gustabas tanto...
cut.fail.cry.5,¡Te extrañaremos!
cut.fail.cry.6,Es una pena.
cut.fail.cry.7,No puedo creerlo ...

cut.fail.1,¡Se acabó la temporada, amigos! Y tenemos una celebridad aquí, que ni siquiera llegó al Top 3, ¡así que congelaremos esa {0} de vuelta al sueño criogénico!
cut.fail.2,Soy yo. Lo siento mucho...
# {0} - racer name, {1} - clowns, {2} - bacon burger {3} - vegan olive oil
cut.fail.3,OK, ¡suficiente drama! ¡{0}, la seguridad lo acompañará al congelador! Y para el resto de ustedes {1}, ¡salgan de aquí, antes de llenar sus cascos con {2} y untar sus visores con {3}!

#######################################
### Dialogs and in-game messages

# Please check that you are using same terms as main_menu.btn.settings / settings.gameplay, etc
dial.discord_post_permission,¿Podemos publicar sus puntuaciones en Bloody Rally Show Discord? <br> Se mostrará el apodo de Steam, el tiempo de seguimiento y el recuento de intentos. <br> Cambie su elección en cualquier momento en "Configuración"> "Juego"> "Publicar en discord"
dial.time_attack_car_locked,El auto seleccionado está bloqueado, ¡desbloquéalo subiendo de nivel a tu piloto en la Campaña primero!
dial.camp.corrupted_save_files,Se encontraron archivos de guardado de campaña corruptos: {0}
dial.camp.load_fail,Error al cargar el estado de guardado: {0} <br> {1}
dial.camp.not_enough_cash,¡No tienes suficiente dinero!

# {0} - clowns
dial.camp.lucky1.1,¡Hola, me siento generoso hoy!
# {0} - clowns
dial.camp.lucky1.2,Veo que algunos de ustedes están tan arruinados como aquellos {0} que arriesgan sus vidas tratando de tomar las fotos.
# {0} - clowns
dial.camp.lucky1.3,¡Hola, {0}, párate en una fila! Tin marín de dó pingüé...
# {0} - friggin (adjective)
dial.camp.lucky1.4,¡Qué lindo día! Gracias a uno de ustedes, ¡un periodista {0} que escribía tonterías sobre SOFACT fue llevado en una camilla!
# {0} - clowns
dial.camp.lucky1.5,Malditos bolsillos están llenos de efectivo, no tengo dónde ponerlo. También podría darte algo {0} ...
# {0} - beef bacon burger, {1} - clowns
dial.camp.lucky1.6,Sabes, soy dueño de un negocio {0}, ¿verdad? ¡Uno de ustedes {1} eliminó al CEO de mi principal competidor en la última carrera!
# {0} - clowns, {1} - vegan olive oil
dial.camp.lucky1.7,Jugué una broma a uno de ustedes {0}. Froté {1} por todo tu asiento, ¡y ni siquiera te diste cuenta! Jaja, hilarante! Aunque lo compensaré.

# in this block {0} is always racer name ${1} is cash amount
dial.camp.lucky2.1,¡El afortunado ganador es ... {0}! ¡Felicidades, obtienes $ {1}!
dial.camp.lucky2.2,{0}, ven aquí! Te daré $ {1}. No piense que es gratis, es a cambio de algunos recados futuros.
dial.camp.lucky2.3,{0}! ¡Aquí hay $ {1}! Ve a comprar algo bonito.
dial.camp.lucky2.4,{0}! ¡Aquí hay $ {1}! Ahora vencerlo.
dial.camp.lucky2.5,{0}, toma $ {1}. ¡Gracias por tu servicio!
dial.camp.lucky2.6,Elijo {0} para ser el ganador de este glorioso premio en efectivo de $ {1}. ¡No lo gastes todo en un solo lugar!
dial.camp.lucky2.7,{0} ... No me gustas, pero oye, toma este $ {1}. A cambio, te pediré que hagas algunos favores. ¡Nada sombrío, no lo haría!

# {0} - name, ${1} - cash amount
dial.camp.resurrected,Racer {0} fue devuelto a la vida por médicos de campo por $ {1}
dial.camp.resurrect_no_cash,Racer {0} no tenía suficiente efectivo para cubrir los gastos médicos. Q.E.P.D"
# {0} - clowns
dial.camp.all_broke,¿Cómo lograste ir a la quiebra de una vez? El show debe continuar, SOFACT le dará a cada uno de ustedes perdedores $ 20000. Ve a comprar algo bonito.
# {0} - name, {1} - clown
dial.camp.early_win,¡Guau, {0}, eliminaste a todos! Tendremos que terminar esta temporada temprano. ¡Felicidades, has retorcido {1}, has ganado!
dial.camp.on_camp_fail,Lamento decir esto, pero debes estar en el Top 3 para continuar la campaña. Y dado que parece que no tiene $ {0} para pagar su deuda, es un JUEGO EXCELENTE para usted, mi amigo.
dial.camp.congrats_free_man,¡Felicidades! ¡Ahora eres un hombre libre!
dial.camp.freedom_not_enough_cash,Lo siento, te falta dinero en efectivo! ¡Ve a la próxima temporada y gana un poco más!
dial.camp.exit_confirm,¿Seguro que quieres salir de esta campaña? El progreso se guardará.
dial.camp.card.no_regen,¡No puedes regenerar una etapa que ya está completa!
# {0} - some track name. keep the quotes
dial.camp.card.saved_already,La pista "{0}" ya existe en su colección. ¿Quieres cambiarlo?
dial.camp.card.saved,¡La pista "{0}" se agregó a tu colección!
dial.camp.card.no_walk_completed,¡No puedes caminar a pie en una etapa completa!
dial.camp.card.no_walk_special,¡No se puede caminar a pie en la etapa especial!
# {0} - name
dial.camp.card.go_ped_confirm,¡Sostén tus caballos, {0}, no tienes coche! ¿Estás seguro de que quieres ingresar a la carrera como peatón?
# {0} - list of names (john, smith, peter)
dial.camp.card.some_peds_confirm,¡Algunos corredores no tienen auto! ({0}). Entrarán en la carrera como peatones. ¿Esta bien?
dial.camp.card.some_peds,Algunos corredores no pueden pagar la tarifa de la etapa. Entrarán en la carrera como peatones: {0}

dial.paint.no_1k,¡No tienes $ 1000!

dial.upgrade.not_in_time_attack,La sintonización no se puede cambiar en el modo Time Attack
dial.upgrade.week_over,No se puede actualizar el auto en este momento, ¡esta semana ha terminado! La mecánica ya está en movimiento.
dial.upgrade.already_done,¡Los mecánicos todavía están trabajando en tu actualización anterior! Regresa después de completar la siguiente etapa.
dial.upgrade.no_cash,¡No puede permitirse esta actualización!

dial.camp.load_finished,¿Seguro que quieres continuar esta campaña? Ya esta terminado!
dial.camp.delete_confirm,¿Estás seguro de que deseas eliminar esta campaña?
dial.camp.name_required,¡Tienes que ingresar el nombre de la campaña!
dial.camp.name_taken,¡Ya hay una campaña con este nombre!

dial.camp.gratitudes.1,¡Gracias!
dial.camp.gratitudes.2,Whoa! ¡Eress el mejor!
dial.camp.gratitudes.3,¡DIOS MIO! ¡Gracias!
dial.camp.gratitudes.4,¡¡Gracias!!
dial.camp.gratitudes.5,¡Te debo!
dial.camp.gratitudes.6,¡Eres el mejor!
dial.camp.gratitudes.7,No voy a olvidar esto
dial.camp.gratitudes.8,¿Qué hice para merecer esto?
dial.camp.gratitudes.9,¡Estoy siempre en deuda contigo!
dial.camp.gratitudes.10,¡Frio! ¡Soy consciente de que!
dial.camp.gratitudes.11,¡Agradable!

dial.camp.no_cash.1,¡Amigo, tus bolsillos están vacíos!
dial.camp.no_cash.2,Buen intento, no te lo puedes permitir!
dial.camp.no_cash.3,¿Te estás burlando de mi? Mira tu billetera!
dial.camp.no_cash.4,Duh ¡Te falta dinero en efectivo!
dial.camp.no_cash.5,No tienes suficiente tú mismo ...
dial.camp.no_cash.6,No quiero arruinarte, lo siento
dial.camp.no_cash.7,¡No tienes suficiente!

dial.race.missing_bindings,¡Oye, parece que al jugador {0} ({1}) le faltan algunos enlaces de controlador! ¡Ve a Configuración> Entrada y revisa los controles de carrera para arreglar esto!
dial.race.missing_bindings_ped,¡Oye, parece que al jugador {0} ({1}) le faltan algunas combinaciones de teclas! ¡Ve a Configuración> Entrada y revisa los controles de peatones para arreglar esto!
# {0} - clown
dial.race.ped_death,¡Necesitamos médicos por aquí! ¡Algunos {0} se desperdiciaron! ¡Esperemos que tenga suficiente efectivo para pagar las facturas médicas!

dial.ed.no_cars,¡Aún no tienes autos! Crea un auto nuevo y guárdalo primero.
dial.ed.name_the_car,Nombra el auto nuevo
dial.ed.car_name,Nombre del auto

dial.ed.car_sprites_missing,¡Faltan algunos sprites requeridos! Consulte la Guía de modificación de automóviles y cree estos archivos: {0}.
dial.ed.car_sprites_deleted,¡No puedes simplemente eliminar archivos de sprites de coche! Los archivos requeridos que faltaban fueron reemplazados por píxeles transparentes de 1x1: {0}.
dial.ed.remove_car_name_colon,¡Elimine ":" del nombre del modelo del automóvil!
dial.ed.car_name_taken,¡El nombre del modelo "{0}" ya está en uso!
dial.ed.car_too_fast,¡Las regulaciones de SOFACT no permiten que los autos excedan el índice de velocidad de {0} antes de sintonizar! Este automóvil tiene un índice de velocidad de {1}. ¡Reduzca algo en los parámetros primero!
dial.ed.car_close_confirm,¿Estás seguro de que quieres cerrar el auto? Cualquier cambio no guardado se perderá
dial.ed.car_delete_confirm,¿Está seguro de que desea eliminar este automóvil: {0}?
dial.ed.delete_error_no_dir,No se pudo eliminar el automóvil, no se encontró el directorio: <br> {0}
dial.ed.delete_error_file_open,No se pudo eliminar el directorio del automóvil. Cierre todos los archivos abiertos e intente eliminarlos manualmente. <br> {0}
dial.ed.save_car_once,Guarde el automóvil al menos una vez antes de editar sprites
dial.ed.save_before_reload,¡Solo puede recargar el automóvil después de que se haya guardado!
dial.ed.no_steam_share_car_err,No hay conexión con Steam. ¡No puedo compartir el auto!
dial.ed.car_share_no_desc,¡Complete la Descripción antes de subir a Steam Workshop!
dial.ed.car_save_first,¡Por favor guarde el auto primero!
dial.ed.car_share_err_sprites_missing,El coche no se puede compartir, faltan los sprites requeridos: <br> {0}
dial.ed.car_share_err_sprites_recovered,¡No puedes simplemente eliminar archivos de sprites de coche! Los archivos necesarios que faltaban fueron reemplazados por píxeles transparentes de 1x1: {0}. Ahora debería poder compartir el automóvil.
dial.ed.car_save_alien_files,Elimine los archivos que no pertenecen al directorio mod. ¡Solo * .png, * .txt y item.car están permitidos! Archivos ofensivos: {0}
dial.ed.car_share_sprite_warning,ADVERTENCIA: ¡Si no ha modificado los sprites, el automóvil será rechazado! <br> ¿Estás seguro de que quieres compartirlo?
dial.ed.car_name_not_available,El nombre del automóvil no está disponible: {0}. Por favor cámbielo e intente guardar nuevamente.

dial.ed.path_start_open,¡No se puede mover la posición de inicio para una pista abierta!

dial.factory_reset.confirm,¿Está seguro que quiere reiniciar?

dial.leaderboard.ghost_confirm,¿Te gustaría competir contra el fantasma de {0}?
dial.leaderboard.ghost_confirm_daily_stale,No es la entrada de hoy, por lo que la tabla de clasificación del desafío diario no se actualizará, pero la tabla de clasificación de seguimiento sí.

dial.input_reset,El desarrollador cambió la estructura de entrada del juego, y las asignaciones de entrada se restablecieron a los valores predeterminados. Puede cambiarlos en "Configuración"> "Entrada". ¡Lo siento por los inconvenientes ocasionados!
dial.settings_reset,La estructura de configuración del juego fue modificada por el desarrollador, la configuración se restableció a los valores predeterminados. ¡Lo siento por los inconvenientes ocasionados!
dial.stat_reset_dev,El desarrollador ha activado un restablecimiento completo de estadísticas. Disculpe las molestias.
dial.are_you_sure,¿Estás seguro?

dial.race.racers_over_limit,¡No puedes tener más de {0} autos en una sola carrera!
dial.race.player_remove_confirm,¿Está seguro de que desea eliminar el reproductor {0}: {1}?
dial.race.race_alone,No debe conducir solo, a menos que esté en modo "Time Attack". ¡Agregue algunos oponentes usando los botones "Agregar jugador", "+1" o "+10"!
dial.race.no_track,Por favor, seleccione alguna pista primero!

dial.race.restart_hardcore,Es el modo Hardcore, ¿recuerdas? ¡No reiniciar para ti!
dial.race.restart_dead,Lo sentimos, no podemos reiniciar la carrera después de que alguien muera. Espere a que termine la carrera y los médicos intentarán hacer su trabajo.
dial.race.restart_ped,Lo sentimos, ¡los peatones no tienen derecho a reiniciar la carrera!
dial.race.restart_confirm,¿Estás seguro? Reiniciar le costará $ {0}. Ahora tienes $ {1}
dial.race.restart_no_cash,Lo sentimos, no puedes permitirte el lujo de reiniciar la carrera. Soldado a través.
dial.race.restart_time_attack_confirm,¿Estás seguro? ¡Los tiempos de vuelta actuales serán descartados!

dial.ed.track_exit_confirm,¿Seguro que quieres salir? ¡Cualquier cambio no guardado se perderá!
dial.ed.track_new_confirm,¿Estás seguro? Cualquier cambio no guardado se perderá.
dial.ed.invalid_objects,Hay {0} objetos demasiado cerca de la carretera. Muévalos o elimínelos y realice una Prueba de manejo antes de intentar guardar nuevamente.
dial.ed.enter_track_name,Ingrese el nombre de la pista
dial.ed.track_name,Nombre de la pista
dial.ed.fix_errors_first,Por favor, corrija los errores de validación antes de guardar la pista.
dial.ed.share_track_no_steam,No hay conexión con Steam. No se puede compartir la pista!
dial.ed.track_invalid_share,Comprueba el banner rojo en la parte superior de la pantalla. Arrastre el mouse sobre él para ver qué sucede.
dial.ed.lap_before_upload,¡Calma! Tienes que establecer un registro de vuelta antes de subirlo.
dial.ed.track_remove_colon,¡Elimina {0} del nombre de la pista!
dial.ed.track_name_clash_builtin,Lo sentimos, elige otro nombre, ¡no puedes sobrescribir una pista incorporada!
dial.ed.track_overwrite_confirm,La pista "{0}" ya existe. ¿Quieres sobreescribirlo?
dial.ed.track_alien_files,Elimine archivos adicionales del directorio de mods: {0}
dial.ed.track_delete_no_undo,¿Estás seguro de que deseas eliminar esta pista? ¡No hay forma de deshacerlo!
dial.ed.track_quit_confirm,¿Seguro que quieres salir del Track Editor? ¡Los cambios no guardados se perderán!
dial.ed.track_last_2_points,¡No se pueden eliminar los últimos dos puntos de ruta!
dial.ed.loop_autoclose,Parece que estás intentando cerrar el ciclo. Puede usar la herramienta "Abrir / Cerrar", pero esta vez la cerré.

dial.on_success,En caso de éxito: {0}
dial.on_fail,En caso de falla: {0}
dial.tip,Consejo: {0}
dial.confirm,Confirmar
dial.confirm_in,Confirmar ({0:0})
dial.must_do_in_drift,Debe hacerlo a la deriva

dial.reset_tutorials.confirm,¿Estás seguro de que deseas marcar todos los consejos como no vistos?

dial.confirm_exit_to_desktop,¿Seguro que quieres salir al escritorio?

dial.car_model_unavailable,¡Hola, el modelo de automóvil "{0}" ya no está disponible! ¿Te gustaría seguir cargando la campaña? ¡Los autos no disponibles desaparecerán sin reembolso!

msg.track_high_obj_density,Esta pista tiene una alta densidad de objetos ({0:0} / 100m). \ N ¡No se incluirá en la generación de Campaña personalizada de forma predeterminada!
msg.track_high_crowd_density,Esta pista tiene una alta densidad de multitudes ({0:0} / 100m). \ N ¡No se incluirá en la generación de Campaña personalizada por defecto!
msg.cheats_leaderboards,TABLAS DE CLASIFICACIÓN DESACTIVADAS! Has utilizado trucos de consola en el juego o experimentos de física. Reinicia el juego para recuperar el acceso al tablero.
msg.track_load_failed,La pista no se cargó correctamente, está dañada o no está disponible. Inténtalo de nuevo o regenera.
msg.race_input_restart_warning,ADVERTENCIA: ¡Cambiar las asignaciones de entrada durante la carrera requiere reiniciar la carrera para aplicar los efectos!
msg.failed_deleting_folder,No se pudo eliminar la carpeta. Asegúrese de cerrar todos los archivos abiertos <br> {0}
msg.missing_car_model,Falta un modelo de automóvil. ID: {0}. <br> Lo más probable es que haya cancelado la suscripción o haya eliminado el coche personalizado.
msg.missing_controls,Atascos de teclas faltantes
msg.gen.analyzing_road,Analizando la curvatura del camino
msg.gen.calculating_lines,Cálculo de líneas de carrera
msg.gen.checkpoints,Sensores de punto de control de la pista de armado
msg.gen.paving_road,Pavimentando el camino
msg.gen.deunionizing_workers,Desunionizar a los trabajadores de la carretera
msg.gen.firing_workers,Despidiendo a trabajadores de la carretera
msg.gen.bribing_inspectors,Sobornando inspectores de carreteras
msg.gen.looking_location,Buscando ubicación
msg.gen.evicting_residents,Desalojo de residentes anteriores
msg.gen.planting_forests,Plantando bosques
msg.gen.planting_bushes,Plantar arbustos
msg.gen.growing_parks,Parques en crecimiento
msg.gen.placing_lamps,Colocación de farolas
msg.gen.planting_flowers,Plantando flores
msg.gen.cloning_peds,Clonación de peatones
msg.gen.cloning_more_peds,Clonando más peatones
msg.gen.building_walls,Construyendo muros
msg.gen.building_more_walls,Construyendo más muros
msg.gen.rocks,Abastecimiento de rocas orgánicas
msg.gen.ramps,Colocación de rampas
msg.gen.barrels,Colocación de barriles explosivos
msg.gen.puddles,Derramar charcos
msg.gen.cones_tires,Pedido de conos y neumáticos
msg.gen.buildings,Construyendo edificios
msg.gen.special_locs,Construyendo ubicaciones secretas
msg.gen.road_marks,Pintar marcas viales
msg.gen.test_driving,Prueba de conducción de la pista
msg.gen.screenshot,Tomar fotos de drones
msg.gen.cones_left,Alinear conos a la izquierda
msg.gen.cones_right,Alinear conos a la derecha
msg.gen.tires_left,Colocación de neumáticos a la izquierda
msg.gen.tires_right,Colocación de neumáticos a la derecha
msg.gen.end.1,Colocación de trampas explosivas
msg.gen.end.2,Próximo evento publicitario
msg.gen.end.3,Despidiendo a trabajadores de la carretera agotados
msg.gen.end.4,Entregando espectadores
msg.gen.end.5,Aspersión de polvo de camino artesanal
msg.gen.end.6,Recarga de drones de visión
msg.gen.end.7,Recarga de munición de helicóptero
msg.gen.end.8,Coche del director de pulido
msg.gen.end.9,Armado de barriles explosivos
msg.gen.end.10,Colocación de Porta Potties
msg.gen.end.11,Pulir los conos
msg.gen.end.12,Derramar aceite
msg.gen.end.13,Reabastecimiento de combustible en el helicóptero
msg.gen.end.14,Entregando más espectadores
msg.gen.end.15,Reparación de baches
msg.gen.end.16,Entrega de perros calientes

msg.longest_drift,Deriva más larga
msg.cant_fire_flyers,¡No puede disparar armas cuando el parabrisas está cubierto con volantes!
msg.cant_fire_no_gun,No se puede disparar arma, no está equipado!
msg.cant_drop_no_gun,¡No se puede soltar un arma, no está equipado!
msg.close_call,Cerrar llamada!
msg.photo_reward,Recompensa por foto: $ {0}
msg.inflicted_dmg,Daño infligido
msg.dmg_warning,Advertencia de daños
msg.over_50_pct,Más de 50%
msg.over_75_pct,Más del 75%
msg.jump_completed,Salto completado
msg.nitro_boost,Nitro Boost
msg.hit_combo,Hit Combo
msg.final_lap,¡VUELTA FINAL!
msg.lap_did_not_count,La vuelta no contó
msg.wrong_way,¡Camino equivocado!
msg.no_reset_start_line,No se puede restablecer, ¡la línea de inicio aún no se cruzó!
msg.no_reset_too_often,¡No puede reiniciar su automóvil con tanta frecuencia!
msg.camera_mode,Modo cámara
msg.camera_zoom,Zoom de cámara
msg.ped_cannon_tip,¡Conduce sobre un peatón o espera hasta que el cañón se recargue!
msg.corner_cut,Penalización de corte de esquinas
msg.get_on_track,¡VOLVER A LA PISTA!
msg.reset_in,RESTABLECER EN {0:0.00} s
msg.offroad_pen,PENA DE CAMINO
msg.car_reset,Reinicio de coche
msg.cheating_detected,Engaño detectado
msg.corner_cut_forgiven.1,Penalización de corte de esquina perdonada. ¡No lo vuelvas a hacer!
msg.corner_cut_forgiven.2,Penalización de corte de esquina perdonada. El juez estaba mirando hacia otro lado.
msg.ped_sucked_in_cannon,¡TUVINASTE EN EL CAÑON PEATONAL!
msg.x_invalid_obj,Hay {0} objetos inválidos
msg.wasted,VANO

msg.hard_congrats,Felicitaciones, has desbloqueado la dificultad Difícil
msg.hardcore_congrats,Felicitaciones, has desbloqueado la dificultad Hardcore.
msg.no_steam_leaderboard_warn,¡SIN CONEXIÓN AL VAPOR! La entrada de la tabla de clasificación no se guardará. Reinicia el juego o el cliente Steam para solucionar esto.
msg.motion_speed_adj,Ajuste de velocidad de movimiento: {0:0.00} x
msg.time_scale_adj,Escala de tiempo: {0:0.00} x
msg.steam_client_photo,Ejecuta el juego a través de Steam Client para tomar una foto. Puede usar software de captura de pantalla de escritorio si no usa Steam.
msg.entering_photo_mode,Entrar en modo foto
msg.exiting_photo_mode,Salir del modo de foto
msg.just_upgraded,¡{0} acaba de actualizarse {1}!
msg.just_bought,¡{0} acaba de comprar {1}!
# Keep this as short as possible, it will be displayed for 5 seconds in a small speech bubble
msg.tip_available,Pulse {Action.ShowTutorial} para obtener una sugerencia.

msg.uploading_ghost,Subiendo Ghost Replay
msg.score_not_improved,Su puntaje actual en la tabla de clasificación no se mejoró
msg.score_ghost_missing,Su puntaje actual en la tabla de clasificación no se mejoró, pero faltaban datos fantasmas. Subiendo el fantasma actual ";
msg.score_rejected,Steam rechazó tu puntaje para esta clasificación
msg.uploading_score,Actualización de la puntuación de la tabla de clasificación ({0} / 10 llamadas API / 10 min) <br> {1}
msg.uploaded_score,Tabla de clasificación actualizada con éxito ({0} / 10 llamadas API / 10 min) <br> {1}
msg.upload_fail,No se pudo actualizar la tabla de clasificación, volverá a intentarlo en {2} s ({0} / 10 llamadas API / 10 min) <br> {1}

load.downloading_score,Descargando la puntuación más cercana en la tabla de clasificación
load.downloading_ghost_car,Descargar datos de Ghost Car
load.launching_battle,Lanzamiento de Car Battle
load.launching_race,Carrera de lanzamiento
load.starting_race,Motores de arranque
load.checking_mods,Comprobación de modificaciones suscritas
load.downloading_mod,Descargando Mod: {0} ({1} / {2} bytes)
load.loaded_mod,Mod cargado: {0}
load.screenshotting,Tomando la captura de pantalla
load.gen_rand,Generando pista aleatoria
load.track,Pista de carga
load.flushing_stats,Estadísticas de lavado
load.flushing_stats_progress,Estadísticas de lavado ({0} restantes)
load.exiting,Salir
load.insults,Cargando insultos aleatorios
load.avatars,Cargando avatares
load.avatar_custom,Cargando avatar personalizado: {0}
load.cars,Cargando autos
load.workshop_car_tex,Taller de carga de la textura del automóvil: {0} / {1}
load.car_tex,Cargando textura de coche: {0} / {1}
load.paint_job,Cargando trabajo de pintura: {0}
load.track_campaign,Cargando seguimiento de campaña: {0}
load.custom_tracks,Carga de archivos de pistas personalizadas
load.workshop_track,Cargando pista de taller: {0}
load.workshop_track_missing,Falta la pista del taller {0}, se cancela la suscripción
load.workshop_car,Taller de carga de automóviles: {0}
load.custom_track,Cargando pista personalizada: {0}
load.track_x,Pista de carga: {0}
load.steam_avatar,Cargando Avatar de Steam: {0}
load.scene,Cargando {0}

scene.race_setup,Configuración de carrera
scene.race,Carrera
scene.main_menu,Menú principal
scene.track_editor,Editor de pistas
scene.car_editor,Editor de automóviles
scene.campaign,Campaña
scene.kickstart,Inicial

weapon.ped_cannon,Cañón peatonal
weapon.m2,M2
weapon.saw,Sierra
weapon.nitro_refill,Recarga Nitro
weapon.shield,Campo de fuerza
# Tribute to Mad Max, maybe it's possible to keep the reference?
weapon.mad_fax,Fax loco
# It is a robotic steel hedgehog that is rigged with explosives
weapon.homing_hedgehog,Seto de referencia
weapon.wrench,Llave inglesa
weapon.nailgun,Pistola de clavos
# Tribute to Quake
weapon.railgun,Railgun
weapon.wrecking_ball,Bola de demolición
weapon.grappling_hook,Gancho

# TUTORIALS
# Watch out for the <br>, these are new lines. They must not be removed!

tut.basic_driving.head,Conduciendo el coche
tut.basic_driving.1,- Mantenga {Action.Accelerate} para acelerar <br> - Utilice {Action.Steer} para dirigir <br> - Si está utilizando un controlador, puede elegir cuánto acelerador o dirección desea aplicar <br> - ¡El manejo es mucho más fácil con un controlador!
